XGL -> DVU,NVR,IIT,DF,CHH
KAE -> KLN,VZN,VAU,CWL,PJI
QUX -> HDS,NHY,ADX,AMU,JJY
DSH -> QSI,LOZ,TEW,EXD,QOX
XGQ -> GWV,FAH,VRD,YGF,KEB
AKH -> QPI,ZEC,YPE,FHB,YQM
QOS -> YAH,RWP,FXD,VVW,ZHE
BZC -> YQM,RJC,HKW,TOF,ACQ
IEL -> IHL,VWA,MKS,KEW,SWD
RLD -> EOB,PUN,PTL,ATR,WTD
MZQ -> HVP,KEA,VXQ,DUW,OOQ
NEZ -> TPF,IQW,FAI,NXA,KMV
AAL -> KAW,OJO,TRP,ARQ,WHN
TIM -> OGG,CWA,HCV,UPN,WKI
XGG -> ROY,BSH,ZVK,RKA,GHU
GXD -> IYG,GWA,XLV,EDO,ZHD
XGB -> ZLS,BZD,MLZ,TSO,PWZ
KZI -> ERC,ICJ,AHG,QLA,QVP
QS  -> GXA,MQQ,AWX,ALD,PS
PRV -> EVP,CGF,MXJ,LHX,LLY
OXQ -> KXX,ZMS,JYK,DGS,RNC
HFZ -> FUL,ABA,ZYO,DWS,FJS
OBT -> WJV,QGI,OHJ,XHF,BRP
GWE -> QGY,HKF,ZNJ,DIO,GNZ
JED -> WDD,CCA,FFT,FBV,MDQ
KJR -> TVX,HZU,GXV,DRL,MEE
UDW -> LPB,JDA,JKB,GIB,EAX
SMX -> OGO,JM,YYK,NIB,TIU
QKV -> SAG,JLS,GHX,VSG,XAC
RTQ -> PHZ,JVE,QEG,PVY,QHZ
ZYB -> BFR,FZF,WDI,KOE,EMD
HJT -> BIU,ZGQ,PRR,EBV,FCC
VRJ -> ASX,BSA,ZSH,MMS,OIR
EKW -> CEL,ZGF,SFF,AQN,AQP
QSR -> ZVE,HGX,NAI,NFL,NAL
ZEK -> IRO,SER,YJI,QEC,LUI
NKZ -> OET,HSL,TSA,URR,GCS
YRC -> REN,AJF,AES,JVF,TDP
MUE -> ERB,QWF,SLV,GFC,KJK
S   -> BXQ,ZBT,AJD,FNE,VMQ
HUD -> XRQ,EYV,HER,GRC,CQQ
PBB -> RXO,FDB,WOC,MOE,FYK
TNP -> ESH,GPG,HCZ,TWF,LDV
QSF -> NUY,CDE,SHN,JSM,DLQ
ZHJ -> AZK,DMW,KTW,LXV,VYM
DKB -> APH,TZE,OXA,EZC,OHW
GBQ -> OTV,QKP,CAC,SFQ,RHZ
OEZ -> PXJ,NDK,JPI,QEQ,QWK
PQI -> VHJ,UCL,PBJ,BVQ,IUB
LIG -> WPL,KFT,IDL,ATA,UWP
UPV -> FOZ,QKI,AGS,LKT,EIV
NLA -> DTO,JWN,ARO,VZE,NET
WDW -> ZJJ,NAV,PRO,F,JYA
VJJ -> UBH,DAS,SLL,CZO,QUH
OBA -> ZEX,OJZ,UWP,TAI,YTN
HJM -> PMD,HIJ,IRF,OFJ,VXA
JRU -> EXD,BPS,VCC,EBV,SAZ
FZR -> TTQ,HKB,NLH,OSH,FHE
EQ  -> AFU,EGO,ALD,UTK,XZQ
WBP -> NTC,EDY,BOZ,KAH,OIZ
XCG -> OJN,MYU,LAP,GOD,IRW
LRE -> ECC,IGF,KUA,JHE,IQD
NOH -> ODR,VBD,XMC,KGZ,YQQ
PBN -> IID,PLT,MHN,YAU,EZB
IGA -> SIL,XWD,AFL,SRG,PPB
BNG -> GVL,JCF,JDP,IZD,EAX
AAN -> NML,VIY,IAC,EZD,YFQ
ZAX -> MGL,UEA,BQN,MRF,CZB
GXC -> ISJ,MGJ,YDP,EMV,OIB
ONY -> UZU,TOA,ZWK,GVB,PNW
GQZ -> LPL,OAD,JSL,ZRF,PLG
UDK -> JWD,LE,QTB,VCF,DVJ
SOX -> SPH,HXD,QUF,WPG,TYH
UPB -> ZLK,XYS,RAL,WIF,XXE
XCK -> FKO,LRX,PB,MDU,VBY
XRK -> DJI,YHH,PDZ,HHM,PA
DDC -> OVX,TYY,YCW,UTB,THP
WHC -> FLJ,XLU,XYK,PBK,PQN
AQM -> AYY,TDF,NP,JSZ,KDQ
UUK -> MMG,AOW,SKD,XCI,UOT
RRI -> FKU,MTH,NTM,IHM,KFL
ROU -> UUK,OHX,FOJ,JCO,KAX
CVE -> HCU,PPM,YFE,MNJ,YIZ
MKG -> WEI,JJJ,HWX,REL,PVI
HQE -> SJJ,XZB,VTG,ORY,MRH
LLV -> DJM,BAM,MUX,RIB,ONM
MAV -> SEI,HCJ,KRH,CVM,CBZ
UPQ -> MXQ,EUL,CQU,TEZ,CSA
CGP -> SRI,RGF,FCW,UAN,HII
WDZ -> MX,MJH,FYT,PUZ,DHF
IZE -> ORM,QMA,MIQ,RRT,KQR
WSF -> QZQ,NQG,CUR,WTQ,HPA
YNA -> GQA,PGN,PPG,HMM,JYY
PDB -> RMZ,IYK,CAB,VRF,JJZ
INV -> FOA,LTK,JFU,CV,YMC
LVI -> RNO,ZQJ,YZW,EPE,KES
VZA -> XBT,UTA,RVU,JTX,KKL
JSW -> JXO,IDX,VTQ,AYG,WIM
QDS -> DUI,OGB,LGT,RTZ,XWC
KJW -> JJU,WYI,LDC,MYZ,KKX
NSS -> SD,GRW,GYN,TAF,CAR
MSO -> SIV,JEG,OFX,PIX,CWR
OIR -> BRR,KTV,BNV,GNZ,TWU
VUZ -> PRA,KMD,EIO,DMW,UWV
TKL -> EDA,ZZB,SOL,LQF,NFA
QC  -> JCQ,FRD,MYD,KOA,JMJ
GGZ -> WWX,FAJ,MDJ,WXD,BGM
NRR -> FEK,ATA,ZBO,BKA,TOD
HSU -> FOI,HSC,NLB,IEL,ULU
YMC -> QWF,EAN,YE,LPX,HGR
AUO -> XCO,JNU,HIL,CQD,BQZ
XNA -> WKA,IFV,DKI,QJU,NZV
OKZ -> APJ,JTY,LMA,QJM,LPV
WCU -> KGB,ZRK,LVV,LCI,KCZ
BCU -> WDB,IMR,FWF,JNF,WTZ
TXH -> TQV,MXI,RYZ,IIR,JHT
BAC -> KUM,FTN,CFS,VNE,VBJ
OAW -> RBQ,THN,MFG,VLT,WDQ
RGC -> MVJ,NYB,BJG,SFQ,YRX
GQT -> SNE,VTV,HJL,TXO,JYS
XAJ -> EAN,ULO,KVP,RUL,KRC
MTL -> WZO,QPV,DWV,SAP,VRS
XOC -> EVI,SGK,FRU,ERV,DZR
YKI -> YDA,HYE,GAX,UUZ,UOG
PIK -> ABX,QVC,WDX,YWV,MHO
KDQ -> RKY,CSX,DRZ,ELS,NWN
ISH -> YYS,XVN,TNQ,NZR,MXM
SH  -> FKM,HMK,OLS,LAR,EUO
ECB -> PCW,ZSB,GEO,IXA,VXJ
URL -> FYU,RMR,TXY,AVG,HXW
NLG -> LRW,ROX,YRI,JKS,HIP
GML -> CZL,ECL,KUI,RMG,XMO
ZQE -> WSO,BAT,JVC,APO,UNE
AGE -> UBI,YPV,ESW,XF,EGU
TGD -> JCO,HYR,IXI,KNO,UKO
BMA -> SVZ,JJT,JSR,WDH,OW
JKM -> WFB,LOV,SAI,MWS,GWE
SSY -> VMI,GHF,JQZ,XRG,CPI
TNK -> NQY,LVE,ZSE,NLL,HXJ
YIG -> ZND,RPK,XFZ,AEU,CIF
LZU -> XYK,ZFE,NDS,RLR,QST
SES -> TDK,ORP,GK,IFZ,TMD
TDM -> YMV,EYD,KZF,GJ,YGO
HOM -> YKW,KDG,UXK,NRE,BTY
BBQ -> ISN,QEE,ZOW,CQZ,LYS
VZG -> EYU,LEU,NFT,NVU,JXX
TBA -> CXL,ZEB,PBE,GSV,LZD
FDL -> FBD,SYM,GF,HLQ,VDG
JXS -> RGE,PIF,CLL,XF,ONQ
YVP -> WSY,SUJ,SVD,EVJ,ATS
VGR -> BAS,PAQ,HIW,FLW,HVF
SVQ -> ATG,DFO,IOY,USJ,BHH
UDV -> XWJ,WZA,KTX,ZDH,ZDL
RMK -> NFU,MMX,BDZ,EGB,VQF
UUJ -> DZL,WVU,TSK,LVA,NGJ
VXH -> TBI,YVM,SVP,RSR,WLW
ZYG -> UOA,NWY,LDY,WGZ,HX
LKH -> NQB,MQW,TVC,LTD,WHE
XHD -> JPK,OXH,NUB,HUK,UQF
KEI -> YBB,PFO,BCA,HKR,DTT
KEG -> TMZ,RGG,BTL,NHB,AIV
MHW -> VHR,LZJ,HLZ,HEO,LI
TWL -> SP,SHK,HZL,FAG,IUU
FNE -> XLS,JGL,QBH,BFL,UUJ
GBJ -> NFF,VNJ,DUV,UVT,MG
OGS -> WUK,DPP,CHM,YWS,XOR
EWB -> TDT,JKA,FIG,MEE,ZTM
FDG -> GUN,EGW,BKF,ZOY,UIH
VWT -> UNM,OYD,BCV,QUO,FYO
UK  -> EJS,KC,RJT,QXN,KR
JQF -> VDV,SIA,AFC,GTP,TRV
OYF -> DHD,ELU,FKN,IGJ,VMR
KCG -> OQO,RGG,CDS,WHM,YY
PP  -> DGZ,VNX,TP,VAX,QKT
OOM -> FVH,KMZ,COY,PVS,RIZ
SVK -> JGF,WAB,RHE,WSV,NRX
PCM -> BJE,JBP,ZNU,HDE,TJH
XPQ -> EMT,YKH,JVO,CZM,YNC
WMK -> NMK,NLN,XZA,RVS,YGX
KRZ -> OBI,WZR,NPF,VVH,PSF
KHE -> ZAD,ENV,JPM,MBU,ACJ
LMS -> GBX,UH,KZW,SCN,YIW
VTE -> ILD,NZL,BYA,OKL,WPZ
IKL -> KUX,FEJ,CVB,LAU,ITB
XKG -> AP,GMA,QWM,TEJ,BWP
PRD -> NWT,YEQ,ARU,JKZ,CP
MCX -> FR,EZJ,OVS,MHS,OCY
QCI -> YUV,PBT,JBK,HQC,UKZ
KXG -> HAK,OBU,TKA,SKM,PXB
EAU -> ISR,NAU,ZJE,SGY,YUG
TJJ -> HET,XGT,BPG,RIP,FFB
UTP -> RSZ,WSJ,JDV,TOM,SRF
HQP -> TDY,IIW,ZZH,DEO,UXF
CJP -> NDJ,DQC,DRE,GQF,QVU
KAK -> SKP,YLT,CLT,ILY,XKX
QFO -> GYT,DKK,RFM,GVV,MBD
UUN -> KNH,SEZ,DCC,PFJ,LTT
CVK -> IKW,JUH,ZHL,EJZ,EOD
KZS -> CIK,GTU,UPE,IDK,IQF
PAF -> PJZ,GXM,KWX,OMH,RDV
NYU -> LHC,ELV,WRH,SEJ,XFL
FVW -> JTK,UXI,LMI,IPK,ATJ
IQF -> DRZ,YWU,MPM,KKU,XQA
SXW -> FVM,IRP,BLH,WMF,WVV
BKH -> PHR,LLI,AOW,ENN,ZAS
WDH -> QIB,TW,GQJ,LO,HNX
LYP -> BYC,JJW,SJR,OWC,RI
SEK -> PAA,QFE,VII,FTV,GJY
WXL -> XHE,GFX,TYG,TW,XBS
IPH -> TDE,FIS,IMN,NTC,ETO
OQY -> GYP,MME,YZK,YZE,GAE
SSE -> API,OVK,ZNB,PGS,HEU
QCF -> BPY,FHV,NTT,AEN,EQK
RBY -> GMD,JRF,YDM,KBV,LFX
HUN -> ZNP,MHI,WME,WWO,YYI
XCE -> ACD,HNR,NPA,DTC,EZX
LDG -> XUT,HEU,BD,HVQ,DK
FHW -> LUL,LUB,QL,AWB,DYQ
ZHG -> PMP,PNE,HBQ,NVS,POV
HTF -> MLJ,WYX,IJV,HOP,NFJ
UIQ -> EWJ,OYR,BTU,WZS,JQL
OBG -> GAR,MBD,WRC,RKT,IYK
FRK -> XRA,RLA,YAI,WCW,UQX
QJB -> DST,LUA,QS,RNU,GGE
QQE -> ZBW,BIR,EEL,TOY,CII
DJI -> RX,NRC,WFB,BRO,KY
XSS -> LVP,EXL,PBP,BJP,ONO
OQE -> UXC,SBH,LVR,LKB,NKS
UYR -> URX,RHI,EFY,LSJ,YWD
LSG -> CPX,BEP,BBR,MFR,GGJ
OXJ -> NJC,FDJ,EHJ,OLU,OB
DAE -> TSB,PJF,LIZ,KNU,KDD
NYE -> ZGJ,LNA,EOQ,EFG,HFB
CQ  -> FSX,VBF,ZMF,NRV,QVT
GAL -> GRJ,MDT,WCZ,NEW,DTS
XAA -> WQY,FMS,ZVA,JUE,TTK
YZW -> JQK,QON,LWK,BEB,ZIL
QJX -> KYB,ROS,MSK,HXO,JHX
TQ  -> BRT,GAP,CYK,WEZ,ECY
YIZ -> UYQ,FZY,XTP,CO,FCZ
RJW -> VBQ,XJI,ZSW,EBX,LSE
EUY -> SAZ,RJH,BBG,EYM,GKD
ENH -> AHJ,KPN,MQA,XXV,SNV
IIL -> SVG,AHB,WYG,HCE,CSL
HCR -> AI,OWS,EGV,IVZ,UHG
RJO -> EM,OR,PBZ,VGK,CZO
HZG -> JSL,TRB,WHO,VEJ,OF
IBP -> KJG,WF,XDG,GWH,IYF
GAR -> KKX,KFK,FBH,VRJ,RAF
FFR -> IOM,IIS,LGE,JVT,IDL
D   -> XUD,DNZ,YET,ZGA,TYH
MME -> VYV,EZG,TIE,RHL,NXB
MPS -> PZT,SSF,YAF,XYF,XNG
QRH -> VSG,DVI,QMI,MYM,JAI
ZEN -> VCP,KFQ,ZSZ,OEN,JYO
YRD -> DOO,LOK,KPI,WAN,LIR
GYQ -> SXR,IE,VSP,JEV,AXW
MBC -> TUW,IDQ,AUY,EQK,JCF
FAI -> WHT,ZSE,ZIS,ESV,GTJ
HWP -> FIZ,WCA,TVC,WYO,VDL
BCX -> UUO,OVO,KYH,NGZ,UT
MR  -> VLA,PWB,UXT,HNC,XXM
NZT -> JOV,DGC,WMW,VW,IMU
MKZ -> XGW,SZC,YWG,VMD,EIQ
IEU -> JO,ARX,FEZ,NNG,GCF
KLS -> ORN,GZF,VEV,LRF,HOV
LTL -> HON,MOW,LJU,MTN,LBT
BWL -> JMO,EGE,HQT,GMM,EBY
CDV -> DDL,VPT,CIW,WAK,XYC
LJY -> MSN,PSO,LCD,KL,WLX
ZWE -> NKN,JOG,UGP,ITF,LSM
WJM -> GNJ,KAR,UYX,FWI,TZI
FZC -> WVN,NXI,WEB,LJR,AXE
YUP -> QMA,GJU,PHC,BLV,BTJ
WR  -> SUV,NEM,OBB,THK,UTX
IUS -> OYD,UHF,HPI,AGT,MWF
NVR -> POQ,HZP,TGE,PYJ,SMH
EVW -> FGN,AQA,VWO,DOG,YQI
DCB -> MWL,OOG,YLA,WG,CYP
DZN -> FRN,REO,WEZ,SQU,TIQ
DOD -> NBQ,BBP,DZM,UYZ,IYV
FET -> GMI,XUD,WEL,MHV,ANZ
WIT -> GWD,SFQ,XHI,AJV,EAI
LLP -> HIG,WME,LFE,WCF,XME
OWZ -> OYR,NIT,XPC,WEK,WLE
CIW -> BYY,JWI,ODN,PAW,GZN
ZBK -> SBM,RIO,EPB,TKI,VSD
RAR -> SIU,BKE,XUO,VQL,ZRZ
QTD -> RKA,TTZ,DOA,HXP,EHM
PGP -> CNI,MUC,HNO,JPT,PNU
BUZ -> SAE,QBK,RYG,BK,EMZ
INA -> TLR,PKQ,NBU,ZBN,IXA
ZAR -> YQR,SGR,TFF,IUC,STY
LAS -> VUP,MJN,QWM,SRX,QQD
XGO -> MTG,QEH,BTW,PJG,UEN
QMI -> DFU,LUB,HTZ,ROV,UWL
LPD -> AEM,BIT,Q,RCK,BLC
BRB -> FNN,JND,JDI,OUS,AL
TAI -> GMJ,SZD,CCJ,MQJ,TOJ
TUB -> FHG,CFS,LHD,GUM,ROI
OSG -> CLQ,YTD,JKV,VMU,ITV
MKK -> PQJ,IW,ZDM,AGC,WGP
HSI -> XXP,ERT,VSR,OXK,YXW
WXK -> INV,EDX,WVR,GKC,DJI
YIF -> MZU,IJQ,PHR,VKR,WLM
BRA -> ZCJ,ADZ,KCN,PC,ZWR
RJU -> ZIK,RK,GAF,YTN,MPN
NTA -> MFI,FHQ,HBO,XUA,UKF
ZQF -> MO,ADS,RCZ,YWV,MWT
HOG -> RVL,FFE,OJN,PSL,VJT
TFD -> EZN,ROQ,OTW,PJF,OOA
OUR -> MLC,PZK,ZFG,JYW,BBF
PTS -> DWT,HAQ,POP,PYA,SDQ
BDR -> CGZ,GAW,VPK,KQI,RMQ
BJ  -> IGY,UKJ,SCR,LKU,FIE
QQI -> CUB,IHD,ANV,NOI,UUV
NPP -> NV,ARI,CWL,VZZ,SYV
KMC -> DBV,LIO,HMP,HMN,MAZ
TOM -> NE,ZVA,JFP,WTL,NL
XYV -> LMA,NAI,LS,ZOK,MIQ
OTJ -> MHN,BBS,TDD,RVK,IKA
CWQ -> FBT,DEL,CJJ,TUP,WSJ
ODU -> GBQ,WHT,BGM,QFH,OT
LBC -> ACU,MAH,TIU,TSV,DFR
STZ -> FDV,XUC,MNZ,SWH,KAU
PQG -> UYS,XGQ,GZB,KPA,UWP
YKR -> UTT,PKA,HDW,AN,CQR
MO  -> UJQ,THF,LCV,ETT,YUY
HUG -> DTS,APC,NYQ,KCD,HMB
LMC -> HBS,WEA,KRX,JIR,WEB
DRB -> NLS,YCF,ZHB,UXD,MKP
EIO -> RVY,CLQ,LRR,ANX,MFO
UFA -> UUZ,FGV,PP,IWL,NDG
OKU -> XME,RCK,SEK,ZIP,WAL
CTF -> SHO,QNO,PFL,KVI,QAO
CTM -> KCT,SPV,HYL,PAB,YUV
AZP -> IYZ,FZJ,GGV,QUX,ICS
SVJ -> JZU,CXN,OG,AGR,KEY
JWP -> YVO,ORY,SAR,PXV,PRC
CKF -> MQD,WC,NIF,EJG,OWU
ZWS -> SNQ,PAH,RDH,HGU,PUF
IGN -> DS,EXV,QUJ,MGL,EFK
QYQ -> WCY,XJL,SJH,LRR,XHI
WDC -> KMS,GXB,NIU,GYS,RNO
CMK -> DR,ZHL,CMT,RRN,TDZ
XGU -> RSD,NOZ,LEE,CG,NU
LCM -> YPD,PSG,LSE,FG,OTU
EWL -> APE,HCU,RZK,DDI,NXZ
WWP -> THR,YFR,OEZ,HKW,GKO
XRM -> BKN,ZFK,BNS,GPL,FCT
WIZ -> ROD,LDJ,ZVL,PXP,BYN
EOD -> OHR,RAI,AAU,CNN,BAZ
YYS -> GSB,HBX,CPA,BIS,BLT
AGC -> ILS,UXG,QIC,YIM,CBI
RZB -> KKR,WLM,MSI,VWF,YRG
GNK -> JWX,SED,IJR,MEL,RRU
DMR -> XIF,UUV,BYX,GOP,RYU
KIE -> ZIN,SGL,HUA,JDA,LUP
DDN -> NFM,ZKL,QHA,JPN,HFO
ROP -> NDY,ULZ,RJP,EQD,YRI
PYP -> ZJT,FYM,VGS,YZB,ALM
LXK -> MHQ,EOT,LAJ,JFT,WPN
PKK -> MOT,WRY,JWT,CTA,DZN
TOF -> OXU,URX,LVD,WWA,EXZ
INZ -> XCY,TLP,OCE,LZT,XWV
DVQ -> AFK,QGG,QNW,EQW,EGN
DFN -> ZKO,PRA,POC,NUL,END
WAT -> DVG,VYO,URS,IHQ,MIE
CGK -> LXF,APX,VVI,SKB,XBS
IKO -> KTG,GXX,ZDF,JBN,XPO
SOE -> SRC,KCV,ZFR,LUS,MKM
TPE -> KHA,NRF,YYS,XAO,AMC
GVV -> DKI,MWZ,PDT,VGE,LIK
ZTT -> MIY,KON,TRX,XBI,UIW
MEC -> GHL,WBZ,RYO,FYX,VES
GTO -> IXL,ZV,DLA,WLC,OYC
GCV -> FTE,FUJ,KOY,TGF,KLL
ECO -> NS,GJZ,UWJ,PIV,CLH
VMA -> ZDD,JFP,IWP,LUI,HUO
YJU -> OTS,YFN,ZJL,ALJ,YZ
FPG -> RYK,YGE,TWL,ZQJ,ZLG
LPN -> QUK,IF,QSI,UZX,RPF
JJD -> SSV,HJE,QMW,IS,IYD
NVJ -> JU,YYF,WQG,BKV,NPO
MMZ -> SDE,TIG,HBF,NAF,TWO
ANG -> WRD,ZIG,UVG,OYV,ZBW
MPE -> PNF,DXO,UH,HQP,NC
QRG -> UVI,CTW,KN,ANJ,HJM
SKL -> GYH,NNE,OUO,ABZ,THM
QMT -> VAI,RIG,PAL,HOD,LXR
IKY -> YSB,CXX,GWC,NFP,NFH
YHK -> FLL,KJC,IVI,NMY,CTI
YEW -> MZA,OS,MFO,KPE,AZU
RVP -> URP,DXT,DWJ,XBD,XBE
DR  -> JVV,OWW,NWZ,TKI,HAA
OFU -> UYJ,MUT,XLH,FWE,GQA
FNL -> SEG,WEU,VGQ,HMH,YDS
ITO -> RQM,LAM,JJT,ZSC,LPW
JXL -> DSX,WWF,MDZ,QCA,HTL
GFS -> WZB,GSK,GNN,WYT,QYY
MCK -> AFC,HUS,TAY,POV,PAF
PIY -> VDF,IMO,KD,XFZ,SIB
LAU -> LNA,UAP,ZHM,MM,UDK
NHC -> JNP,WDS,GXP,GCC,WMJ
UHF -> CZD,YEJ,RYU,SOX,PGR
VNQ -> WTF,YMK,VJV,SII,RLG
ODZ -> BTO,EWN,RBD,GBU,CJM
ZHO -> GYC,JSF,FFB,TJS,EEE
V   -> QNI,YXF,GBC,HQQ,LCJ
YAW -> QMR,JPH,TFO,RDL,TYD
LTI -> MJK,HCV,FUV,LZW,VTM
KRI -> RUR,USI,CRI,YSC,XDP
QRX -> JFT,OTI,IFH,KHX,KTK
TWI -> QGM,CEO,XEB,LAM,RAS
RBS -> VGH,BOZ,ZMT,TLJ,RFX
OKX -> UZH,RCW,VVI,OYG,USD
WFE -> TOL,RSY,VTZ,HQA,JRH
MXJ -> NAX,FOU,WGT,XAW,PAO
IWC -> CBB,RRA,NPJ,UMW,MPG
TDC -> OGT,BGH,XEV,CVN,DTT
IXM -> CZW,BYC,ASI,HRQ,GGO
QWP -> PO,HHF,XKD,FNL,RNA
VRE -> XUW,VJC,FXQ,CDT,LUW
PIP -> IOB,REU,GPE,PKZ,CJT
HEM -> DHU,XJC,WIK,ARH,SO
UBR -> BNL,MFX,JK,DAI,BAJ
RMP -> YQG,APB,KJQ,WVH,GGW
ZET -> LOQ,CSH,HDL,VQJ,ORL
EQL -> YYM,NHN,LDD,PHB,EOX
UZM -> QVD,RIS,YPO,QSP,YZB
NNW -> VVK,QFM,ACT,YTJ,EXQ
SJZ -> TEL,RUE,HBB,XE,WGJ
ESJ -> SGM,PCG,CFL,ASX,BND
LIJ -> XWM,RZK,KRR,VTD,YXP
ZQP -> BHA,ZCU,OP,DWN,VRR
SGD -> JFB,BXM,RWB,EGR,VOJ
WBT -> GYP,OPS,SPP,XZL,FLI
KXE -> EKU,COP,NGK,ZYD,KVG
OIQ -> JLR,USJ,UNU,NQY,IST
WIQ -> WTL,OJM,WEE,VFY,WZK
JAU -> QXS,DDO,NQT,SFN,EUU
MVE -> BJW,JCM,ZIA,BPU,XPV
AGV -> SPH,PLQ,ARB,OXW,VHS
KFT -> HAN,JRP,ZDO,ERI,BJT
ZOE -> FWQ,YR,GNQ,ZTA,YZC
LTQ -> RBU,QVV,GDA,KAB,WLY
FQP -> LUI,JMQ,OXS,IPF,WKI
QZU -> GTX,VVX,TRI,UPG,KPY
GDU -> CFG,HEC,LZV,DQK,TDE
UI  -> UQH,ZHN,UNX,GZC,FOD
BTR -> XRT,DUL,BNK,LMW,KBZ
TIP -> DAF,XDS,EGF,JGG,DSV
IKN -> XYK,PR,HLQ,PBQ,JGV
ACO -> BOQ,AJ,AEV,JTC,FNR
JVX -> AMH,AVM,WUP,KWP,AEV
PHK -> UGO,ICN,FQK,PZO,FHF
HLC -> YVY,QAC,OYL,AKX,PLY
NYB -> VXT,HYC,JWL,BQ,OJB
LUB -> ZIQ,REM,ISG,DPZ,APB
UYV -> JQN,FGW,RNS,PMD,KRD
EPA -> LXT,HDH,RPY,VDQ,UNH
JAO -> XID,CCX,JMP,VTK,CEW
EPO -> AKG,MFQ,JYS,LDM,WIB
HHG -> EQO,IFL,BXA,DRF,YQN
FIR -> ZXF,ABO,SVK,EQX,RVH
LKK -> HHE,SRV,CTF,VRR,LGT
SCT -> KSL,IQX,INS,DFQ,MRA
CWW -> VQE,MRC,UVE,UHF,TQM
NPF -> DBE,OML,YEI,EVW,XRJ
FCZ -> NCU,WUN,YSW,PTY,WKA
ADP -> ALG,CZM,VNJ,CN,WBE
USS -> ZYD,XVM,MEL,HJZ,MJY
GSX -> IKI,LSM,EYJ,EB,QTQ
FIC -> CDM,PKE,ANF,OKT,GNJ
INN -> AIK,RZY,IHE,ICW,PQV
CRC -> JLZ,IQU,RIE,SKZ,TRF
DMA -> OIK,OPV,GAQ,QBY,RLL
LYB -> EAO,EIF,HNX,OYU,DGV
NFJ -> IFI,GOW,IQR,YWF,PXW
GKZ -> AAH,PNC,DMN,SGG,REI
XGD -> FFU,TLZ,EUV,NJP,LHU
HKT -> GPM,ZHQ,HSZ,NBU,ROL
CSZ -> LT,OFN,JJP,SCL,QFC
IMX -> HLC,ULJ,RZB,OFZ,OOB
MXB -> USK,GNZ,IZX,FEI,IDO
RZN -> YES,HIC,XHF,YQU,KYE
YPX -> UKD,UF,BUJ,IHJ,OYA
KBI -> WVF,BQJ,OON,BAQ,VLR
FLC -> ABO,UXL,LLO,HDJ,EQE
VIA -> VZA,QQI,ZUR,QM,KKE
SDJ -> TFK,JRC,PEZ,DEX,WZY
YPC -> GSH,ZQG,PTT,JZP,YSB
SQG -> FPU,ZDF,EZP,QWO,PIK
TZP -> EKB,DAO,IDA,BYG,CRL
QHP -> HWP,QAG,LET,TMH,EHC
DZX -> NHY,SVT,EDE,KCP,RXW
SQS -> QIC,TRK,CUC,FAI,OCS
ITC -> ZRD,RIH,HVJ,IAX,HGM
ZAM -> MIL,NIE,GB,CEH,IVM
ZZL -> XPV,XYP,PDI,CIQ,GCS
XFE -> VY,UTP,GAC,YGA,BGV
TNL -> YNX,MEV,XMM,KGG,YPM
YPL -> EOI,FWQ,SNI,XRL,YJH
KAD -> UKW,AYN,UKA,NTM,DOY
UEF -> KEV,FUG,DEQ,CCH,VQG
KH  -> VBA,PFK,JPI,HIB,HSN
QQM -> CKH,VZU,WVO,KKY,FVK
FHU -> ZY,TVB,WNG,QHA,RZJ
DDJ -> IQJ,DAQ,IGK,DPW,IEO
QCW -> KFP,JHR,EKG,TDA,KTM
NV  -> EAJ,IOT,WZV,XJG,RLO
OOL -> WAN,ZXO,MAW,IIK,ZVF
FCC -> PVX,RQR,CGC,PJF,CLF
PMH -> ZIE,ZFW,EPC,YFH,LGU
KJO -> NKM,NPC,OBJ,DXE,HCN
PIE -> VJY,DOG,HOJ,ACH,HGK
RRN -> UYC,UBT,NKR,YRQ,SNL
STC -> JVM,UJV,SRO,KAE,GZS
BEC -> JJJ,ZPE,ACE,AXO,FTF
PCI -> SCE,JUM,UNS,URU,CUC
LOE -> RVN,UZF,SRA,OYH,MAU
EVI -> POU,HII,ENJ,NNV,UIX
WLC -> MLE,VQ,JQJ,ENG,XON
NEL -> HIY,LUG,DQX,BFF,GJ
CKG -> DEJ,FEL,XKA,PPZ,JPO
CYI -> PWH,YGR,SIU,CQW,NNA
XLR -> OAZ,PNG,YBY,SDI,OVE
KLW -> DME,CTR,YZU,QIY,PGN
TZL -> VDX,XDA,BON,OFX,SGE
POY -> MTV,FVL,FNR,USS,FIV
FPK -> OMD,OHD,RRS,UCZ,SZK
PFG -> XUZ,XZC,HCS,QWE,DOW
VLJ -> RAY,AYD,FJR,RBM,ZQC
GAE -> ZGH,GGD,DPS,RBU,OKP
JGW -> RIA,ALI,TIE,ZA,CIN
NJW -> YXG,SOC,PQH,ITJ,MSS
GVN -> ZNJ,BB,SCG,ZBE,VDE
EGS -> RPY,VTB,ZNJ,EGH,HTP
ZDW -> ZKG,DYP,MRX,NPG,CVB
GIR -> WYJ,UWI,BQR,SAE,SSB
QCY -> WLJ,MBW,FBM,CTI,QUL
CYT -> GCL,PIE,HQG,IHU,ODL
GRU -> SSX,XMG,ZU,KLT,FGW
IBD -> JEL,JMG,SGO,UAA,OMN
HVS -> QL,ONW,KNI,NKY,CUG
UBM -> MOA,OLA,OYR,CYR,VDY
NYI -> SIO,JUU,FRO,HAO,QGR
